data,labels
"[0.0, 0.12701424956321716, 0.03443878889083862, 0.18459999561309814, 0.08680790662765503, 0.23442992568016052, 0.1215774416923523, 0.28700441122055054, 0.1259515881538391, 0.3386245369911194, 0.14512789249420166, 0.15175855159759521, 0.17753365635871887, 0.13449841737747192, 0.13257625699043274, 0.1453433334827423, 0.11494356393814087, 0.15563222765922546, 0.13803252577781677, 0.10162016749382019, 0.1722320020198822, 0.08439108729362488, 0.12167289853096008, 0.10825714468955994, 0.10624229907989502, 0.11824870109558105, 0.12253883481025696, 0.05910685658454895, 0.1585749089717865, 0.03531113266944885, 0.11310985684394836, 0.06547963619232178, 0.09705880284309387, 0.07868871092796326, 0.10085982084274292, 0.021786808967590332, 0.12519457936286926, 0.0, 0.09637415409088135, 0.02978515625, 0.08164885640144348, 0.04706156253814697]",Dislike
"[0.0, 0.14707715809345245, 0.036458373069763184, 0.19863928854465485, 0.09400629997253418, 0.23824898898601532, 0.13789546489715576, 0.281683549284935, 0.1532108187675476, 0.33292244374752045, 0.15447989106178284, 0.14430277049541473, 0.20305699110031128, 0.10786835849285126, 0.16033503413200378, 0.12530092895030975, 0.13809379935264587, 0.14228449761867523, 0.1408822238445282, 0.09574843943119049, 0.18917202949523926, 0.059657737612724304, 0.1407364010810852, 0.08963708579540253, 0.1237802505493164, 0.10879294574260712, 0.12159055471420288, 0.05622167885303497, 0.17011258006095886, 0.02079792320728302, 0.1278063952922821, 0.052064940333366394, 0.10803508758544922, 0.07135732471942902, 0.09819060564041138, 0.02506910264492035, 0.1348552405834198, 0.0, 0.1123703122138977, 0.02467454969882965, 0.09582474827766418, 0.0408296138048172]",Dislike
"[0.0, 0.15046162903308868, 0.03607773780822754, 0.20236216485500336, 0.09453076124191284, 0.24155081808567047, 0.13849350810050964, 0.28343217074871063, 0.15363764762878418, 0.33536072075366974, 0.15526250004768372, 0.14722596108913422, 0.20401215553283691, 0.1101628988981247, 0.16178855299949646, 0.12806983292102814, 0.1393871307373047, 0.14486823976039886, 0.14159321784973145, 0.09887097775936127, 0.19012200832366943, 0.06210203468799591, 0.14163991808891296, 0.09316129982471466, 0.12396755814552307, 0.11215265095233917, 0.12191274762153625, 0.05902065336704254, 0.17057377099990845, 0.022706881165504456, 0.12778085470199585, 0.05512945353984833, 0.10698467493057251, 0.07428337633609772, 0.09763973951339722, 0.026981577277183533, 0.13459187746047974, 0.0, 0.11206111311912537, 0.02543787658214569, 0.09541136026382446, 0.041899338364601135]",Dislike
"[0.0, 0.15046162903308868, 0.03607773780822754, 0.20236216485500336, 0.09453076124191284, 0.24155081808567047, 0.13849350810050964, 0.28343217074871063, 0.15363764762878418, 0.33536072075366974, 0.15526250004768372, 0.14722596108913422, 0.20401215553283691, 0.1101628988981247, 0.16178855299949646, 0.12806983292102814, 0.1393871307373047, 0.14486823976039886, 0.14159321784973145, 0.09887097775936127, 0.19012200832366943, 0.06210203468799591, 0.14163991808891296, 0.09316129982471466, 0.12396755814552307, 0.11215265095233917, 0.12191274762153625, 0.05902065336704254, 0.17057377099990845, 0.022706881165504456, 0.12778085470199585, 0.05512945353984833, 0.10698467493057251, 0.07428337633609772, 0.09763973951339722, 0.026981577277183533, 0.13459187746047974, 0.0, 0.11206111311912537, 0.02543787658214569, 0.09541136026382446, 0.041899338364601135]",Dislike
"[0.0, 0.14379164576530457, 0.03270220756530762, 0.19425353407859802, 0.08926510810852051, 0.2357134222984314, 0.13001799583435059, 0.28036439418792725, 0.14612001180648804, 0.33054041862487793, 0.1516593098640442, 0.14601510763168335, 0.20254236459732056, 0.11134204268455505, 0.1657637357711792, 0.12356647849082947, 0.14124664664268494, 0.14043483138084412, 0.1394517421722412, 0.09783637523651123, 0.18919220566749573, 0.06228291988372803, 0.14206016063690186, 0.0878620445728302, 0.12097567319869995, 0.10877680778503418, 0.12110671401023865, 0.05748036503791809, 0.1717488169670105, 0.021854281425476074, 0.1304175853729248, 0.04909941554069519, 0.10778346657752991, 0.06876125931739807, 0.0977458655834198, 0.024904906749725342, 0.13520297408103943, 0.0, 0.11278542876243591, 0.02203550934791565, 0.09495115280151367, 0.038015216588974]",Dislike
"[0.0, 0.13471752405166626, 0.03134837746620178, 0.18675801157951355, 0.08576494455337524, 0.231553852558136, 0.12296417355537415, 0.2793271839618683, 0.13631606101989746, 0.33015862107276917, 0.1509028971195221, 0.14843937754631042, 0.20177355408668518, 0.11643114686012268, 0.16588857769966125, 0.12382742762565613, 0.14479297399520874, 0.13746321201324463, 0.14081084728240967, 0.09911912679672241, 0.19103464484214783, 0.06628105044364929, 0.14383864402770996, 0.08629575371742249, 0.1243458092212677, 0.10367947816848755, 0.12443673610687256, 0.057327717542648315, 0.1759377121925354, 0.0237409770488739, 0.13159295916557312, 0.04743042588233948, 0.10929432511329651, 0.06442186236381531, 0.10312590003013611, 0.022981777787208557, 0.14051926136016846, 0.0, 0.1129254400730133, 0.020986855030059814, 0.09337377548217773, 0.036308348178863525]",Dislike
"[0.0, 0.13471752405166626, 0.03134837746620178, 0.18675801157951355, 0.08576494455337524, 0.231553852558136, 0.12296417355537415, 0.2793271839618683, 0.13631606101989746, 0.33015862107276917, 0.1509028971195221, 0.14843937754631042, 0.20177355408668518, 0.11643114686012268, 0.16588857769966125, 0.12382742762565613, 0.14479297399520874, 0.13746321201324463, 0.14081084728240967, 0.09911912679672241, 0.19103464484214783, 0.06628105044364929, 0.14383864402770996, 0.08629575371742249, 0.1243458092212677, 0.10367947816848755, 0.12443673610687256, 0.057327717542648315, 0.1759377121925354, 0.0237409770488739, 0.13159295916557312, 0.04743042588233948, 0.10929432511329651, 0.06442186236381531, 0.10312590003013611, 0.022981777787208557, 0.14051926136016846, 0.0, 0.1129254400730133, 0.020986855030059814, 0.09337377548217773, 0.036308348178863525]",Dislike
"[0.0, 0.13471752405166626, 0.03134837746620178, 0.18675801157951355, 0.08576494455337524, 0.231553852558136, 0.12296417355537415, 0.2793271839618683, 0.13631606101989746, 0.33015862107276917, 0.1509028971195221, 0.14843937754631042, 0.20177355408668518, 0.11643114686012268, 0.16588857769966125, 0.12382742762565613, 0.14479297399520874, 0.13746321201324463, 0.14081084728240967, 0.09911912679672241, 0.19103464484214783, 0.06628105044364929, 0.14383864402770996, 0.08629575371742249, 0.1243458092212677, 0.10367947816848755, 0.12443673610687256, 0.057327717542648315, 0.1759377121925354, 0.0237409770488739, 0.13159295916557312, 0.04743042588233948, 0.10929432511329651, 0.06442186236381531, 0.10312590003013611, 0.022981777787208557, 0.14051926136016846, 0.0, 0.1129254400730133, 0.020986855030059814, 0.09337377548217773, 0.036308348178863525]",Dislike
"[0.0, 0.12457987666130066, 0.0272352397441864, 0.17963731288909912, 0.07968106865882874, 0.2281194031238556, 0.11442047357559204, 0.2812810242176056, 0.12603819370269775, 0.33338579535484314, 0.14793363213539124, 0.15415725111961365, 0.1980508267879486, 0.12332913279533386, 0.15752145648002625, 0.12849920988082886, 0.1358124315738678, 0.14274510741233826, 0.14035558700561523, 0.10260641574859619, 0.19242960214614868, 0.07186764478683472, 0.14212799072265625, 0.08670344948768616, 0.12123015522956848, 0.10359817743301392, 0.12643539905548096, 0.05853870511054993, 0.1769261360168457, 0.027300149202346802, 0.1295529007911682, 0.04637822508811951, 0.10648754239082336, 0.0641079843044281, 0.10735151171684265, 0.023300200700759888, 0.14346721768379211, 0.0, 0.1140466034412384, 0.017879396677017212, 0.09385427832603455, 0.03343099355697632]",Dislike
"[0.0, 0.12457987666130066, 0.0272352397441864, 0.17963731288909912, 0.07968106865882874, 0.2281194031238556, 0.11442047357559204, 0.2812810242176056, 0.12603819370269775, 0.33338579535484314, 0.14793363213539124, 0.15415725111961365, 0.1980508267879486, 0.12332913279533386, 0.15752145648002625, 0.12849920988082886, 0.1358124315738678, 0.14274510741233826, 0.14035558700561523, 0.10260641574859619, 0.19242960214614868, 0.07186764478683472, 0.14212799072265625, 0.08670344948768616, 0.12123015522956848, 0.10359817743301392, 0.12643539905548096, 0.05853870511054993, 0.1769261360168457, 0.027300149202346802, 0.1295529007911682, 0.04637822508811951, 0.10648754239082336, 0.0641079843044281, 0.10735151171684265, 0.023300200700759888, 0.14346721768379211, 0.0, 0.1140466034412384, 0.017879396677017212, 0.09385427832603455, 0.03343099355697632]",Dislike
"[0.0, 0.10521525144577026, 0.025347471237182617, 0.16206315159797668, 0.07107070088386536, 0.21620845794677734, 0.09862089157104492, 0.2703694701194763, 0.10443636775016785, 0.3168494701385498, 0.14670032262802124, 0.1521366536617279, 0.1949845552444458, 0.12747672200202942, 0.15418237447738647, 0.12989699840545654, 0.13183322548866272, 0.14213210344314575, 0.1429271101951599, 0.1007775366306305, 0.1927134096622467, 0.07499417662620544, 0.14266321063041687, 0.08703234791755676, 0.12098756432533264, 0.10243293642997742, 0.1312897801399231, 0.05648043751716614, 0.17862120270729065, 0.03048110008239746, 0.1337183713912964, 0.047130584716796875, 0.11169567704200745, 0.06214803457260132, 0.11366760730743408, 0.018463134765625, 0.14824178814888, 0.0, 0.12098148465156555, 0.015925288200378418, 0.10212060809135437, 0.02814045548439026]",Dislike
"[0.0, 0.3322440981864929, 0.01946735382080078, 0.23871320486068726, 0.06873711943626404, 0.14167112112045288, 0.08801013231277466, 0.06589150428771973, 0.08258679509162903, 0.0, 0.10670444369316101, 0.17500418424606323, 0.20638328790664673, 0.19706422090530396, 0.17757654190063477, 0.2125253677368164, 0.13911443948745728, 0.2100474238395691, 0.11008068919181824, 0.24140805006027222, 0.20995384454727173, 0.2534608244895935, 0.17663070559501648, 0.2637758255004883, 0.1372019648551941, 0.2626962661743164, 0.11063572764396667, 0.30943018198013306, 0.20175936818122864, 0.3119729161262512, 0.17130428552627563, 0.3175497055053711, 0.13422802090644836, 0.3174493908882141, 0.10857361555099487, 0.37384033203125, 0.1788446009159088, 0.3684619665145874, 0.15325197577476501, 0.3665813207626343, 0.12143659591674805, 0.3634747266769409]",Like
"[0.0, 0.3322440981864929, 0.01946735382080078, 0.23871320486068726, 0.06873711943626404, 0.14167112112045288, 0.08801013231277466, 0.06589150428771973, 0.08258679509162903, 0.0, 0.10670444369316101, 0.17500418424606323, 0.20638328790664673, 0.19706422090530396, 0.17757654190063477, 0.2125253677368164, 0.13911443948745728, 0.2100474238395691, 0.11008068919181824, 0.24140805006027222, 0.20995384454727173, 0.2534608244895935, 0.17663070559501648, 0.2637758255004883, 0.1372019648551941, 0.2626962661743164, 0.11063572764396667, 0.30943018198013306, 0.20175936818122864, 0.3119729161262512, 0.17130428552627563, 0.3175497055053711, 0.13422802090644836, 0.3174493908882141, 0.10857361555099487, 0.37384033203125, 0.1788446009159088, 0.3684619665145874, 0.15325197577476501, 0.3665813207626343, 0.12143659591674805, 0.3634747266769409]",Like
"[0.0, 0.32641249895095825, 0.018963515758514404, 0.23480552434921265, 0.06625920534133911, 0.13865965604782104, 0.0855599045753479, 0.06462883949279785, 0.08215349912643433, 0.0, 0.10782399773597717, 0.1720287799835205, 0.20952516794204712, 0.1926777958869934, 0.18313834071159363, 0.21277177333831787, 0.14300456643104553, 0.2123163342475891, 0.11131995916366577, 0.23741227388381958, 0.21051084995269775, 0.2505109906196594, 0.17721951007843018, 0.2650001645088196, 0.1369345784187317, 0.2627400755882263, 0.11205387115478516, 0.30472373962402344, 0.20136654376983643, 0.30777984857559204, 0.17079615592956543, 0.31665921211242676, 0.13380387425422668, 0.31598448753356934, 0.10987353324890137, 0.369102418422699, 0.1796257495880127, 0.36333978176116943, 0.15379518270492554, 0.3638700842857361, 0.12127864360809326, 0.36067718267440796]",Like
"[0.0, 0.326403945684433, 0.01755976676940918, 0.23368343710899353, 0.0628804862499237, 0.1373840868473053, 0.08076614141464233, 0.06381624937057495, 0.0750436782836914, 0.0, 0.10541167855262756, 0.16694101691246033, 0.20492017269134521, 0.1865997612476349, 0.17739850282669067, 0.20506778359413147, 0.1379052698612213, 0.203939288854599, 0.10984557867050171, 0.2313365638256073, 0.2081296443939209, 0.24205216765403748, 0.17597144842147827, 0.2555730640888214, 0.1373564898967743, 0.25424548983573914, 0.11114266514778137, 0.29821357131004333, 0.19944152235984802, 0.30128803849220276, 0.17014619708061218, 0.30911359190940857, 0.1342637836933136, 0.308467835187912, 0.10918182134628296, 0.3627292811870575, 0.1802576184272766, 0.35672423243522644, 0.15564659237861633, 0.35638627409935, 0.12340855598449707, 0.35373654961586]",Like
"[0.0, 0.326403945684433, 0.01755976676940918, 0.23368343710899353, 0.0628804862499237, 0.1373840868473053, 0.08076614141464233, 0.06381624937057495, 0.0750436782836914, 0.0, 0.10541167855262756, 0.16694101691246033, 0.20492017269134521, 0.1865997612476349, 0.17739850282669067, 0.20506778359413147, 0.1379052698612213, 0.203939288854599, 0.10984557867050171, 0.2313365638256073, 0.2081296443939209, 0.24205216765403748, 0.17597144842147827, 0.2555730640888214, 0.1373564898967743, 0.25424548983573914, 0.11114266514778137, 0.29821357131004333, 0.19944152235984802, 0.30128803849220276, 0.17014619708061218, 0.30911359190940857, 0.1342637836933136, 0.308467835187912, 0.10918182134628296, 0.3627292811870575, 0.1802576184272766, 0.35672423243522644, 0.15564659237861633, 0.35638627409935, 0.12340855598449707, 0.35373654961586]",Like
"[0.0, 0.328168123960495, 0.013813257217407227, 0.23495545983314514, 0.05615639686584473, 0.13754048943519592, 0.07139012217521667, 0.06380829215049744, 0.06416705250740051, 0.0, 0.09999632835388184, 0.16407844424247742, 0.20022407174110413, 0.17824134230613708, 0.17253747582435608, 0.1977933943271637, 0.13304832577705383, 0.19881007075309753, 0.10619476437568665, 0.22869423031806946, 0.20554903149604797, 0.23299726843833923, 0.17316710948944092, 0.2485320270061493, 0.1343538463115692, 0.24941912293434143, 0.10970458388328552, 0.2952231466770172, 0.19836103916168213, 0.29220452904701233, 0.16930925846099854, 0.3016926348209381, 0.13342058658599854, 0.30259713530540466, 0.10995027422904968, 0.35934337973594666, 0.1800972819328308, 0.34801313281059265, 0.15509799122810364, 0.3488330543041229, 0.12220495939254761, 0.3474922478199005]",Like
"[0.0, 0.3289584517478943, 0.010535597801208496, 0.23604625463485718, 0.04940226674079895, 0.13497990369796753, 0.06236514449119568, 0.061801016330718994, 0.05247035622596741, 0.0, 0.09271207451820374, 0.15733188390731812, 0.19326621294021606, 0.16632181406021118, 0.16733354330062866, 0.18822461366653442, 0.1290648877620697, 0.19160419702529907, 0.10185196995735168, 0.2206084132194519, 0.20201560854911804, 0.22086262702941895, 0.17082270979881287, 0.23905962705612183, 0.13227501511573792, 0.24164921045303345, 0.10846313834190369, 0.28632915019989014, 0.19651398062705994, 0.2805423140525818, 0.16807213425636292, 0.29272210597991943, 0.1325182020664215, 0.29530155658721924, 0.11215093731880188, 0.3501254916191101, 0.18150922656059265, 0.3361976146697998, 0.1569463014602661, 0.33994293212890625, 0.12502390146255493, 0.34071075916290283]",Like
"[0.0, 0.3289584517478943, 0.010535597801208496, 0.23604625463485718, 0.04940226674079895, 0.13497990369796753, 0.06236514449119568, 0.061801016330718994, 0.05247035622596741, 0.0, 0.09271207451820374, 0.15733188390731812, 0.19326621294021606, 0.16632181406021118, 0.16733354330062866, 0.18822461366653442, 0.1290648877620697, 0.19160419702529907, 0.10185196995735168, 0.2206084132194519, 0.20201560854911804, 0.22086262702941895, 0.17082270979881287, 0.23905962705612183, 0.13227501511573792, 0.24164921045303345, 0.10846313834190369, 0.28632915019989014, 0.19651398062705994, 0.2805423140525818, 0.16807213425636292, 0.29272210597991943, 0.1325182020664215, 0.29530155658721924, 0.11215093731880188, 0.3501254916191101, 0.18150922656059265, 0.3361976146697998, 0.1569463014602661, 0.33994293212890625, 0.12502390146255493, 0.34071075916290283]",Like
"[0.0, 0.3289584517478943, 0.010535597801208496, 0.23604625463485718, 0.04940226674079895, 0.13497990369796753, 0.06236514449119568, 0.061801016330718994, 0.05247035622596741, 0.0, 0.09271207451820374, 0.15733188390731812, 0.19326621294021606, 0.16632181406021118, 0.16733354330062866, 0.18822461366653442, 0.1290648877620697, 0.19160419702529907, 0.10185196995735168, 0.2206084132194519, 0.20201560854911804, 0.22086262702941895, 0.17082270979881287, 0.23905962705612183, 0.13227501511573792, 0.24164921045303345, 0.10846313834190369, 0.28632915019989014, 0.19651398062705994, 0.2805423140525818, 0.16807213425636292, 0.29272210597991943, 0.1325182020664215, 0.29530155658721924, 0.11215093731880188, 0.3501254916191101, 0.18150922656059265, 0.3361976146697998, 0.1569463014602661, 0.33994293212890625, 0.12502390146255493, 0.34071075916290283]",Like
"[0.0, 0.33241334557533264, 0.00657045841217041, 0.2403542697429657, 0.04010114073753357, 0.13559487462043762, 0.04791134595870972, 0.061300069093704224, 0.03599056601524353, 0.0, 0.08582311868667603, 0.15458837151527405, 0.18637382984161377, 0.15522226691246033, 0.16490525007247925, 0.18013200163841248, 0.12735870480537415, 0.18819549679756165, 0.09586268663406372, 0.21566566824913025, 0.19698908925056458, 0.21034929156303406, 0.16849952936172485, 0.2312702238559723, 0.12950235605239868, 0.23736831545829773, 0.10430654883384705, 0.28002747893333435, 0.1926221251487732, 0.2705216705799103, 0.16590353846549988, 0.2848646342754364, 0.1307218074798584, 0.289996474981308, 0.11049583554267883, 0.34286239743232727, 0.18026253581047058, 0.32427433133125305, 0.15679097175598145, 0.3305744230747223, 0.1254897117614746, 0.33356204628944397]",Like
"[0.0, 0.33241334557533264, 0.00657045841217041, 0.2403542697429657, 0.04010114073753357, 0.13559487462043762, 0.04791134595870972, 0.061300069093704224, 0.03599056601524353, 0.0, 0.08582311868667603, 0.15458837151527405, 0.18637382984161377, 0.15522226691246033, 0.16490525007247925, 0.18013200163841248, 0.12735870480537415, 0.18819549679756165, 0.09586268663406372, 0.21566566824913025, 0.19698908925056458, 0.21034929156303406, 0.16849952936172485, 0.2312702238559723, 0.12950235605239868, 0.23736831545829773, 0.10430654883384705, 0.28002747893333435, 0.1926221251487732, 0.2705216705799103, 0.16590353846549988, 0.2848646342754364, 0.1307218074798584, 0.289996474981308, 0.11049583554267883, 0.34286239743232727, 0.18026253581047058, 0.32427433133125305, 0.15679097175598145, 0.3305744230747223, 0.1254897117614746, 0.33356204628944397]",Like
"[0.0, 0.33498597145080566, 0.003678560256958008, 0.24131566286087036, 0.032846033573150635, 0.13338667154312134, 0.03944644331932068, 0.05841609835624695, 0.024487316608428955, 0.0, 0.07917678356170654, 0.14707839488983154, 0.1793472170829773, 0.14224010705947876, 0.16121456027030945, 0.16585654020309448, 0.12646186351776123, 0.17592310905456543, 0.09240829944610596, 0.20653074979782104, 0.19261261820793152, 0.1928563117980957, 0.16778892278671265, 0.21440964937210083, 0.13196921348571777, 0.22360295057296753, 0.10457965731620789, 0.2695380449295044, 0.192013680934906, 0.25233888626098633, 0.16727298498153687, 0.26874858140945435, 0.13386699557304382, 0.27675020694732666, 0.11391854286193848, 0.3318819999694824, 0.18286383152008057, 0.30783742666244507, 0.16049465537071228, 0.31571006774902344, 0.12983572483062744, 0.3214300870895386]",Like
"[0.0, 0.33037617802619934, 0.019373983144760132, 0.23612746596336365, 0.06745335459709167, 0.13933584094047546, 0.08756312727928162, 0.06530842185020447, 0.08525198698043823, 0.0, 0.10989165306091309, 0.1749175488948822, 0.21113872528076172, 0.19803807139396667, 0.1835244596004486, 0.21468743681907654, 0.14367499947547913, 0.21275344491004944, 0.11254677176475525, 0.2417164146900177, 0.21184900403022766, 0.25458213686943054, 0.17850199341773987, 0.2658965289592743, 0.13915613293647766, 0.2640969455242157, 0.1118704080581665, 0.30977216362953186, 0.201506108045578, 0.31282082200050354, 0.17096227407455444, 0.318909615278244, 0.13438516855239868, 0.31850525736808777, 0.10817337036132812, 0.3743809759616852, 0.18005388975143433, 0.36899271607398987, 0.15468469262123108, 0.36692991852760315, 0.12185284495353699, 0.3638310730457306]",Like
"[0.0, 0.3369702696800232, 0.00230252742767334, 0.2414645552635193, 0.0261613130569458, 0.13288861513137817, 0.02848362922668457, 0.057408273220062256, 0.010656416416168213, 0.0, 0.0734606385231018, 0.1422175168991089, 0.16927015781402588, 0.1335466504096985, 0.1541958749294281, 0.15818393230438232, 0.1212846040725708, 0.17020320892333984, 0.08776935935020447, 0.20175445079803467, 0.18553394079208374, 0.18764907121658325, 0.16342008113861084, 0.20856541395187378, 0.12857046723365784, 0.21684014797210693, 0.10158854722976685, 0.2639337182044983, 0.18928945064544678, 0.24369537830352783, 0.16645964980125427, 0.2601879835128784, 0.13343364000320435, 0.26769083738327026, 0.11242064833641052, 0.32423412799835205, 0.17945808172225952, 0.2975267171859741, 0.15768760442733765, 0.30679047107696533, 0.12782764434814453, 0.31229478120803833]",Like
"[0.0, 0.3369702696800232, 0.00230252742767334, 0.2414645552635193, 0.0261613130569458, 0.13288861513137817, 0.02848362922668457, 0.057408273220062256, 0.010656416416168213, 0.0, 0.0734606385231018, 0.1422175168991089, 0.16927015781402588, 0.1335466504096985, 0.1541958749294281, 0.15818393230438232, 0.1212846040725708, 0.17020320892333984, 0.08776935935020447, 0.20175445079803467, 0.18553394079208374, 0.18764907121658325, 0.16342008113861084, 0.20856541395187378, 0.12857046723365784, 0.21684014797210693, 0.10158854722976685, 0.2639337182044983, 0.18928945064544678, 0.24369537830352783, 0.16645964980125427, 0.2601879835128784, 0.13343364000320435, 0.26769083738327026, 0.11242064833641052, 0.32423412799835205, 0.17945808172225952, 0.2975267171859741, 0.15768760442733765, 0.30679047107696533, 0.12782764434814453, 0.31229478120803833]",Like
"[0.0, 0.3369702696800232, 0.00230252742767334, 0.2414645552635193, 0.0261613130569458, 0.13288861513137817, 0.02848362922668457, 0.057408273220062256, 0.010656416416168213, 0.0, 0.0734606385231018, 0.1422175168991089, 0.16927015781402588, 0.1335466504096985, 0.1541958749294281, 0.15818393230438232, 0.1212846040725708, 0.17020320892333984, 0.08776935935020447, 0.20175445079803467, 0.18553394079208374, 0.18764907121658325, 0.16342008113861084, 0.20856541395187378, 0.12857046723365784, 0.21684014797210693, 0.10158854722976685, 0.2639337182044983, 0.18928945064544678, 0.24369537830352783, 0.16645964980125427, 0.2601879835128784, 0.13343364000320435, 0.26769083738327026, 0.11242064833641052, 0.32423412799835205, 0.17945808172225952, 0.2975267171859741, 0.15768760442733765, 0.30679047107696533, 0.12782764434814453, 0.31229478120803833]",Like
"[0.00046184659004211426, 0.33672836422920227, 0.0, 0.24392178654670715, 0.022088438272476196, 0.1336728036403656, 0.023702502250671387, 0.05712732672691345, 0.004976749420166016, 0.0, 0.06729602813720703, 0.1372203528881073, 0.16351008415222168, 0.1225300133228302, 0.1479247510433197, 0.15052726864814758, 0.1149137020111084, 0.16366973519325256, 0.08345884084701538, 0.1939801275730133, 0.1805606186389923, 0.17289701104164124, 0.1583934724330902, 0.1987103521823883, 0.12379723787307739, 0.2092781364917755, 0.09971427917480469, 0.2549375593662262, 0.18968918919563293, 0.2284071147441864, 0.16587334871292114, 0.2488936483860016, 0.13140720129013062, 0.2592311203479767, 0.1132490336894989, 0.3157139718532562, 0.18131449818611145, 0.28626641631126404, 0.15908554196357727, 0.29706326127052307, 0.12762930989265442, 0.3043012320995331]",Like
"[0.00046184659004211426, 0.33672836422920227, 0.0, 0.24392178654670715, 0.022088438272476196, 0.1336728036403656, 0.023702502250671387, 0.05712732672691345, 0.004976749420166016, 0.0, 0.06729602813720703, 0.1372203528881073, 0.16351008415222168, 0.1225300133228302, 0.1479247510433197, 0.15052726864814758, 0.1149137020111084, 0.16366973519325256, 0.08345884084701538, 0.1939801275730133, 0.1805606186389923, 0.17289701104164124, 0.1583934724330902, 0.1987103521823883, 0.12379723787307739, 0.2092781364917755, 0.09971427917480469, 0.2549375593662262, 0.18968918919563293, 0.2284071147441864, 0.16587334871292114, 0.2488936483860016, 0.13140720129013062, 0.2592311203479767, 0.1132490336894989, 0.3157139718532562, 0.18131449818611145, 0.28626641631126404, 0.15908554196357727, 0.29706326127052307, 0.12762930989265442, 0.3043012320995331]",Like
"[0.00044420361518859863, 0.3416159152984619, 0.0, 0.24879127740859985, 0.02209898829460144, 0.13665473461151123, 0.023954182863235474, 0.058591753244400024, 0.00527992844581604, 0.0, 0.0667371153831482, 0.141060471534729, 0.16453900933265686, 0.12248820066452026, 0.1481223702430725, 0.15126264095306396, 0.11466187238693237, 0.16497564315795898, 0.08364912867546082, 0.1976032853126526, 0.18149682879447937, 0.17197966575622559, 0.15883886814117432, 0.1993424892425537, 0.12452033162117004, 0.21103990077972412, 0.10082480311393738, 0.2580670714378357, 0.19033926725387573, 0.22867244482040405, 0.16652178764343262, 0.24935322999954224, 0.1321403980255127, 0.2601759433746338, 0.11550337076187134, 0.317654550075531, 0.18494358658790588, 0.2855777144432068, 0.16314193606376648, 0.29674720764160156, 0.13151180744171143, 0.30460822582244873]",Like
"[0.00044420361518859863, 0.3416159152984619, 0.0, 0.24879127740859985, 0.02209898829460144, 0.13665473461151123, 0.023954182863235474, 0.058591753244400024, 0.00527992844581604, 0.0, 0.0667371153831482, 0.141060471534729, 0.16453900933265686, 0.12248820066452026, 0.1481223702430725, 0.15126264095306396, 0.11466187238693237, 0.16497564315795898, 0.08364912867546082, 0.1976032853126526, 0.18149682879447937, 0.17197966575622559, 0.15883886814117432, 0.1993424892425537, 0.12452033162117004, 0.21103990077972412, 0.10082480311393738, 0.2580670714378357, 0.19033926725387573, 0.22867244482040405, 0.16652178764343262, 0.24935322999954224, 0.1321403980255127, 0.2601759433746338, 0.11550337076187134, 0.317654550075531, 0.18494358658790588, 0.2855777144432068, 0.16314193606376648, 0.29674720764160156, 0.13151180744171143, 0.30460822582244873]",Like
"[7.939338684082031e-05, 0.33203500509262085, 0.0, 0.24103111028671265, 0.02392756938934326, 0.13088327646255493, 0.029668331146240234, 0.05597883462905884, 0.012275069952011108, 0.0, 0.06606000661849976, 0.13448059558868408, 0.16317421197891235, 0.12016689777374268, 0.1485743522644043, 0.14597195386886597, 0.11551687121391296, 0.15878885984420776, 0.08176374435424805, 0.19237595796585083, 0.18108105659484863, 0.1716591715812683, 0.1591189205646515, 0.19430845975875854, 0.12404102087020874, 0.2044547200202942, 0.09752103686332703, 0.2536884546279907, 0.18884262442588806, 0.2287076711654663, 0.16592848300933838, 0.24619179964065552, 0.1323731541633606, 0.2558777332305908, 0.11076506972312927, 0.3143274784088135, 0.18084847927093506, 0.284856915473938, 0.15920233726501465, 0.2934809923171997, 0.12809854745864868, 0.3003883957862854]",Like
"[7.939338684082031e-05, 0.33203500509262085, 0.0, 0.24103111028671265, 0.02392756938934326, 0.13088327646255493, 0.029668331146240234, 0.05597883462905884, 0.012275069952011108, 0.0, 0.06606000661849976, 0.13448059558868408, 0.16317421197891235, 0.12016689777374268, 0.1485743522644043, 0.14597195386886597, 0.11551687121391296, 0.15878885984420776, 0.08176374435424805, 0.19237595796585083, 0.18108105659484863, 0.1716591715812683, 0.1591189205646515, 0.19430845975875854, 0.12404102087020874, 0.2044547200202942, 0.09752103686332703, 0.2536884546279907, 0.18884262442588806, 0.2287076711654663, 0.16592848300933838, 0.24619179964065552, 0.1323731541633606, 0.2558777332305908, 0.11076506972312927, 0.3143274784088135, 0.18084847927093506, 0.284856915473938, 0.15920233726501465, 0.2934809923171997, 0.12809854745864868, 0.3003883957862854]",Like
